id,name,year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,valence,popularity
3AzjcOeAmA57TIOr9zF1ZW,Physical,2020,0.0137,0.647,193829,0.844,0.000658,0.102,-3.756,Mode.MAJOR,0.0457,0.746,77
7AEaMIHwqNaPMwHqB7brjH,I've Got A Lot To Learn About Love,1992,0.00532,0.583,265467,0.742,1.08e-06,0.0752,-8.621,Mode.MINOR,0.0255,0.57,30
2ZA4uMlSZjaoWGFqP1tsLI,Ordinary People,2005,0.928,0.469,281467,0.132,0.0,0.0873,-14.001,Mode.MAJOR,0.0798,0.36,67
2AqYChOhWOS3MQWqQPH2z1,Broken Arrow,1992,0.364,0.569,261093,0.486,0.000326,0.267,-10.64,Mode.MAJOR,0.0248,0.509,37
5439qJTu5mVH9aeriwp03u,Who Says You Can't Go Home,2006,0.0437,0.537,230280,0.885,0.0,0.274,-3.641,Mode.MAJOR,0.0343,0.802,57
4eAwB5pnKFTmsgc3zWoYO0,Fake It,2008,0.00141,0.611,193893,0.95,1.59e-06,0.0543,-3.509,Mode.MAJOR,0.0518,0.607,77
1VJBQdDrOblSLmoZMeh1xh,Knocking At Your Back Door,1985,0.000915,0.524,425200,0.818,4.47e-05,0.0916,-6.701,Mode.MINOR,0.0406,0.525,53
30Y2NlyWEnQHM3rX5bBm3w,Vado via,1973,0.534,0.255,242800,0.318,0.0,0.177,-11.233,Mode.MAJOR,0.0437,0.209,11
5871Of6ieAjfl6eMH0doXO,My Music,1973,0.15,0.459,183227,0.602,0.0,0.161,-10.549,Mode.MAJOR,0.0721,0.781,33
3AvMXM7A4zMHNbjRI2zGan,Steve McQueen,2002,0.0505,0.555,205733,0.893,0.0,0.0688,-3.521,Mode.MAJOR,0.0952,0.762,39
2Q3jFbyE61mCjS3SkW4toJ,Race My Mind,2021,0.179,0.488,269884,0.635,8.16e-06,0.156,-7.19,Mode.MAJOR,0.26,0.783,68
2aNLe4KxMByyqjhmVvR3or,Valley Girl,1982,0.041,0.474,290533,0.862,0.0,0.42,-10.511,Mode.MAJOR,0.106,0.627,38
0R7pPCjKgC8ZOEUr2E8D9B,Wet My Whistle,1983,0.0399,0.791,307817,0.713,1.86e-05,0.0528,-10.183,Mode.MINOR,0.0334,0.962,44
2i6ZhZZlo3M412mL8uM3UL,Craziest,1995,0.273,0.872,244307,0.885,1.02e-06,0.276,-4.979,Mode.MINOR,0.257,0.586,40
0mLoTgCB8oU0sJGojRtvDu,Gentle On My Mind - Remastered 2001,1968,0.189,0.597,178627,0.415,0.0,0.123,-13.799,Mode.MAJOR,0.0323,0.826,62
7B1QliUMZv7gSTUGAfMRRD,Live Like You Were Dying,2004,0.492,0.416,300333,0.546,0.0,0.0845,-7.728,Mode.MAJOR,0.0297,0.418,70
5coaRlXMVrq0WRMQQbgmrh,I Love This Life,2015,0.0141,0.587,208864,0.929,9.22e-06,0.139,-3.028,Mode.MAJOR,0.0535,0.573,58
0YcKZu2WVjO0U3vSNAPsKj,Mornin' Glory,1968,0.58,0.34,174947,0.309,0.0,0.0907,-14.399,Mode.MAJOR,0.0306,0.561,11
2cCWbBmadLbKvr9xddC79R,Too Bad,2002,0.00304,0.598,232240,0.808,0.0,0.147,-5.209,Mode.MAJOR,0.0388,0.288,64
0Hak8JUqy0aqo2HQgTOR6v,The Grass Is Greener,1963,0.874,0.485,161187,0.139,0.000159,0.0727,-10.913,Mode.MAJOR,0.0331,0.384,14
2YcKj4SBMy04Yxn0bcUY6Q,(I Do The) Shimmy Shimmy,1960,0.74,0.465,157467,0.857,0.0,0.365,-5.498,Mode.MAJOR,0.0412,0.888,2
0HnaqUxvHP5LaWdmWwJpiS,Love Somebody,2013,0.145,0.675,229813,0.792,0.0,0.12,-6.303,Mode.MAJOR,0.0368,0.395,60
4lbhQdbiTpNP7GowZG8KsM,Don't Treat Me Bad (2024 Remaster),1991,0.000303,0.616,235360,0.807,2.37e-05,0.193,-11.4,Mode.MAJOR,0.0348,0.637,56
6J1O1XuGLW2Gge4emsHtHH,(The Man Who Shot) Liberty Valance,1962,0.739,0.602,178440,0.591,0.0,0.175,-8.684,Mode.MINOR,0.053,0.837,44
4dPP7GEqsI5yRy8w8CqWVi,Right Thru Me,2010,0.0869,0.381,235773,0.683,0.00164,0.168,-4.724,Mode.MAJOR,0.162,0.168,56
36gOOIQaBwXZVKL5z2vC3Z,"Lights, Camera, Action!",2001,0.115,0.792,261027,0.93,0.0,0.292,-6.32,Mode.MAJOR,0.0693,0.812,47
7eCJuyIc1F0Lu7emNYLneg,Jody,1986,0.0015,0.695,335880,0.836,0.04,0.714,-12.34,Mode.MINOR,0.0445,0.787,12
1XcUn5PE9d42zWamWgRG2x,Heaven,2004,0.376,0.653,226960,0.816,1.61e-06,0.0754,-6.373,Mode.MAJOR,0.0638,0.802,61
61EQfJXizp4MIpLYWyLoQI,When She Cries,1992,0.114,0.666,222187,0.521,0.0,0.0604,-10.993,Mode.MAJOR,0.0292,0.361,59
16KwF7IrKHTVTitUKH58g3,Rock Your Baby,1974,0.169,0.594,200053,0.906,0.00122,0.0778,-5.536,Mode.MAJOR,0.0594,0.892,53
6BsXgrxQViV3PdAjS13uWZ,In Your Room,1989,0.0137,0.612,207533,0.585,0.0068,0.0635,-11.931,Mode.MAJOR,0.0337,0.799,42
0fowhnoYF7pKpalQ4z5I32,Livin' Ain't Livin',1976,0.276,0.494,230667,0.666,0.0,0.159,-9.536,Mode.MINOR,0.0518,0.651,29
03cB3gd91JsP3bCERC6Lmf,I Want To Be Wanted (Per Tutta La Vita),1960,0.593,0.515,185960,0.412,0.0,0.218,-6.322,Mode.MAJOR,0.0277,0.392,36
3x4yV0hW5Ve3TKhFkXSqFn,If You Had My Love,1999,0.0645,0.68,266000,0.625,5.81e-05,0.109,-7.0,Mode.MINOR,0.0353,0.814,66
6SxbEd5bMcRwgYwlBJ3aT0,The Motown Song (with The Temptations),1991,0.144,0.65,240400,0.807,0.0,0.0786,-7.536,Mode.MAJOR,0.0437,0.788,48
0AwueygDcqp2lMYcr1mGNh,What Am I Gonna Do,1970,0.378,0.408,171800,0.751,5.47e-05,0.591,-6.888,Mode.MAJOR,0.0413,0.871,6
2uTP2SyKzocaFtCdcwf9GF,Just A Little Bit,1960,0.599,0.726,129107,0.432,0.000417,0.0756,-13.652,Mode.MAJOR,0.0478,0.961,33
5vVuiXoHyRGxJeCaHUpgae,Love Is Alive,1976,0.0614,0.77,230107,0.553,0.00106,0.103,-13.632,Mode.MAJOR,0.0268,0.904,53
4asTNYhhrp323lLp81KIKQ,Here We Are,1990,0.639,0.694,289707,0.467,1.61e-05,0.0869,-14.437,Mode.MAJOR,0.0329,0.63,45
7rtkJqHIA5i5kcPnMzzBMp,Don't Come Knockin',1960,0.305,0.417,117493,0.41,0.000423,0.11,-12.107,Mode.MAJOR,0.0369,0.954,26
08kvJTpcthAvvvW0BAcGHN,I Go Crazy,1978,0.259,0.534,233893,0.457,0.0004,0.203,-8.66,Mode.MINOR,0.0266,0.271,56
2kIkPan3nWivUUST82oQ23,Janet,1985,0.418,0.754,222667,0.744,0.0,0.0752,-8.996,Mode.MINOR,0.0437,0.695,29
0QV9bwzRc5WMiDEdpNBqdC,Get Down,1973,0.493,0.77,164840,0.889,1.11e-05,0.0481,-6.358,Mode.MAJOR,0.0337,0.921,37
30XMQl7w3JozUbN6JVpk2Q,Tryin' To Live My Life Without You - Live/Remastered,1981,0.0181,0.513,240107,0.904,0.0,0.964,-3.524,Mode.MAJOR,0.0499,0.772,42
22SaoTU5eut0RiB3nPuiUh,Love Is All We Need,1958,0.725,0.503,160520,0.456,0.0,0.186,-10.56,Mode.MAJOR,0.0314,0.689,31
6sXDEs7z0LLitIPnPBJ4QM,He Didn't Have to Be,1999,0.144,0.508,282933,0.39,2.16e-06,0.241,-10.079,Mode.MAJOR,0.0284,0.197,49
3CSLUIrI2KPMulHR5bh17O,Harden My Heart,1981,0.0568,0.531,232627,0.43,1.22e-06,0.0964,-14.523,Mode.MINOR,0.0578,0.453,56
1lMhE01kAot77D8M17ac3m,Peace Will Come (According to Plan),1970,0.567,0.37,199027,0.295,1.91e-06,0.146,-7.307,Mode.MAJOR,0.0278,0.269,27
3Wo5C00o4cJzCdaoY8Rov0,Closer To Home (I'm Your Captain),1970,0.123,0.34,598413,0.423,0.00287,0.109,-14.433,Mode.MAJOR,0.0365,0.504,47
5Zclj5e4Jv0Zo9FU9pDmPY,I've Got Love On My Mind,1977,0.76,0.379,260000,0.394,3.55e-05,0.0501,-11.522,Mode.MAJOR,0.0433,0.419,39
2ZADySuVICh5a2OOsUN302,Brazil,1975,0.0263,0.623,312200,0.875,0.0125,0.184,-8.059,Mode.MAJOR,0.0494,0.741,28
5GFmGSbxmx1Ib9ZRbCQXW1,Money Honey,1976,0.00262,0.529,194955,0.773,0.00182,0.128,-9.823,Mode.MAJOR,0.183,0.659,22
1lDo24S34NvI1pAg7Oxldc,The Name Of The Game,1978,0.357,0.656,291867,0.565,0.000192,0.0629,-8.722,Mode.MAJOR,0.0301,0.615,63
6sEYvnneCQVYadO0ZwIwgo,Without You,1961,0.385,0.544,128800,0.578,0.852,0.162,-5.694,Mode.MAJOR,0.0264,0.703,36
6HSXNV0b4M4cLJ7ljgVVeh,Knockin' On Heaven's Door,1973,0.251,0.513,149880,0.396,0.177,0.11,-13.061,Mode.MAJOR,0.0299,0.229,78
05kpDKj3MNFtZOlKkfurGG,Walking,2011,0.13,0.759,200187,0.546,0.000194,0.192,-6.071,Mode.MINOR,0.115,0.584,50
7zLYKWcXnYeHHWidalz7rj,Noticed,2018,0.462,0.699,165000,0.558,0.0,0.116,-7.622,Mode.MAJOR,0.0603,0.493,74
4t5lrf5rFX6JWAUPKCDlKk,The Safety Dance,1983,0.0803,0.632,165507,0.582,0.00351,0.0832,-13.461,Mode.MAJOR,0.044,0.578,59
1sR3kJi14jA8Gau3a0yXAo,The Good Stuff,2002,0.255,0.612,200440,0.62,0.0,0.129,-9.785,Mode.MAJOR,0.0645,0.502,60
38bP8r9yx49g6pdQ90NH1X,Girlfriend - Single Version,1988,0.475,0.963,256493,0.822,0.0,0.17,-6.642,Mode.MAJOR,0.106,0.908,46
1AQYE6CcYKlzM8e9Df5i1g,In God's Country,1988,0.0071,0.497,176597,0.704,6.69e-05,0.783,-8.085,Mode.MAJOR,0.0324,0.607,58
6rbDUAZ8TsI0SXLx7w9Uoa,Ebony And Ivory - 2022 Remaster,1982,0.296,0.661,225747,0.525,0.0,0.0445,-10.939,Mode.MAJOR,0.0314,0.766,32
41D6aNNTmUUd7fWlVNWMN8,I'm A Hustla - Street Mix/ Dirty Version,2005,0.283,0.727,259933,0.913,0.0,0.527,-5.571,Mode.MINOR,0.306,0.618,50
6JRBGmf5T7QjFQPWTwBdbs,Dance into the Light - 2016 Remaster,1997,0.0252,0.612,264827,0.84,0.00262,0.042,-5.342,Mode.MAJOR,0.0422,0.907,53
1xsYj84j7hUDDnTTerGWlH,Dream On,1973,0.397,0.392,267597,0.476,0.000163,0.309,-7.583,Mode.MAJOR,0.0249,0.234,84
5t5rCnsgRBtcKqTB7SbD1Q,High Enough,1991,0.0241,0.273,287320,0.537,0.0,0.0922,-9.612,Mode.MAJOR,0.0306,0.232,62
3QqO9FxVrikwo7kS5ls3kQ,Looks Like We Made It,1977,0.574,0.297,213973,0.481,0.00352,0.094,-7.681,Mode.MAJOR,0.0278,0.456,50
2Ajmy0awi8ST2fZg99I61L,Make It Easy On Yourself,1962,0.848,0.339,163533,0.279,4.28e-06,0.23,-14.619,Mode.MINOR,0.0318,0.337,24
1aECQTfv5SO42lU4fvrdJJ,Surrender,1961,0.758,0.454,112227,0.666,2.89e-05,0.275,-8.193,Mode.MAJOR,0.0379,0.894,54
2tmuieoL32aLMxdB2W20xn,Lazy Summer Night,1958,0.139,0.344,136493,0.181,0.0,0.125,-15.855,Mode.MAJOR,0.0312,0.369,20
64fSdRkaB7ksxI9suUGYmi,4 In The Morning,2007,0.2,0.698,291107,0.826,0.00013,0.114,-6.261,Mode.MAJOR,0.031,0.502,51
5OuaAMBmGjjJMK7yXpaFAK,Doctor My Eyes - 1997 Remaster,1972,0.24,0.402,199707,0.643,3.91e-05,0.118,-8.749,Mode.MAJOR,0.0317,0.525,68
2dykYf0mZG217bYkiREKEh,Love Overboard,1988,0.144,0.811,326733,0.658,0.000394,0.0468,-11.787,Mode.MINOR,0.0497,0.947,40
0tz6cVT1n7oMjo0kvwa2TP,Sail Away,1984,0.415,0.778,304933,0.513,2.17e-06,0.322,-9.92,Mode.MAJOR,0.03,0.795,13
595gl6iyQzB666iV7Mf77e,Soul Serenade,1964,0.833,0.443,180360,0.391,0.818,0.0734,-8.986,Mode.MAJOR,0.0312,0.521,22
6onT3NKjPxpEH2N4OEXHwQ,Blame It On Love,1983,0.477,0.557,215000,0.578,0.0,0.285,-6.208,Mode.MINOR,0.0337,0.29,3
2xPbEhd1ilXNzIYUYEBUuL,We Connect,1987,0.0998,0.734,254973,0.759,1.03e-05,0.0779,-7.074,Mode.MINOR,0.0345,0.842,36
1fYypIR0kaFzaSRbzvtjl9,Indian Outlaw,1994,0.0364,0.664,182120,0.739,4.99e-05,0.282,-7.229,Mode.MAJOR,0.0415,0.759,65
0K1KOCeJBj3lpDYxEX9qP2,Sleeping With A Friend,2014,0.00189,0.582,228840,0.882,1.03e-05,0.32,-4.256,Mode.MAJOR,0.0355,0.507,55
0VwK5pLjwFPy8FSEC1htp9,Barefootin',1966,0.409,0.734,157173,0.477,0.000662,0.0768,-10.822,Mode.MAJOR,0.0485,0.939,37
6O83X8zjAETDfBkHYvpWcA,Can't Stop This Thing We Started,1991,0.0256,0.537,269133,0.88,0.0,0.467,-6.873,Mode.MAJOR,0.0404,0.508,45
0F56GAWK57E3iXohy9rCmT,Loving Her Was Easier (Than Anything I'll Ever Do Again),1971,0.723,0.438,228000,0.216,0.000314,0.0963,-16.288,Mode.MAJOR,0.0302,0.374,44
4dfvajW0PS2LG2kHFig8vy,Danger,2003,0.02,0.801,349000,0.537,3.71e-05,0.111,-10.595,Mode.MAJOR,0.46,0.433,38
3SnXIPWciHwAS04oKdPC0l,Seasons of Love - From the Motion Picture RENT,2005,0.581,0.44,183547,0.573,0.0,0.0777,-5.42,Mode.MAJOR,0.0365,0.442,55
0al5WNmIASd3qMK50tiwTi,Devil In The Bottle,1975,0.646,0.43,167547,0.41,1.58e-05,0.0975,-10.349,Mode.MAJOR,0.0305,0.367,25
2bD6w4hLV94TkykV8vY2D8,I'm Gonna Knock on Your Door,1961,0.804,0.768,126267,0.868,0.00481,0.0547,-6.75,Mode.MAJOR,0.0338,0.993,32
54JKnDB3CzVu8wNAOM27BI,When You're Gone,2007,0.191,0.457,240493,0.719,0.0,0.228,-3.921,Mode.MINOR,0.0323,0.168,71
0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,2001,0.143,0.843,270507,0.806,0.0,0.0771,-5.946,Mode.MINOR,0.269,0.613,84
0gPQTLaqHDgdupKEok7J2x,7 Days,2002,0.23,0.659,235133,0.812,0.0,0.0951,-7.499,Mode.MINOR,0.0487,0.888,73
4gvea7UlDkAvsJBPZAd4oB,The Boys Of Summer,1985,0.501,0.516,288733,0.549,0.00572,0.184,-13.741,Mode.MAJOR,0.0373,0.907,79
0kr6d8wHDQPlzuET33NVn6,All You Wanted,2002,0.00466,0.499,217680,0.72,0.00303,0.122,-9.101,Mode.MAJOR,0.0286,0.652,62
1QhVLyrR1If5e5i7TA8xwh,Run To Him,1962,0.592,0.323,130133,0.459,0.0,0.0931,-11.686,Mode.MAJOR,0.0312,0.58,41
2rUHBIfbMBB92n1gSfSqwF,Tunnel of Love,1988,0.0501,0.587,309760,0.675,0.00243,0.479,-11.787,Mode.MAJOR,0.0366,0.664,50
6Im9k8u9iIzKMrmV7BWtlF,34+35,2021,0.237,0.83,173711,0.585,0.0,0.248,-6.476,Mode.MAJOR,0.094,0.485,80
3lBI85HMSXiULwU5Sgbcgz,He's Got No Love,1965,0.11,0.331,154947,0.805,0.0,0.247,-5.926,Mode.MAJOR,0.0341,0.707,17
3unwRUV5qbjMmH3NJtaODy,Shadow Dancing,1978,0.15,0.74,276000,0.598,0.0,0.0664,-9.658,Mode.MINOR,0.0321,0.952,55
3znPiywA0q1VK2jgAZFDoI,Irresistible,2016,0.0706,0.484,206507,0.938,0.0,0.236,-3.123,Mode.MAJOR,0.112,0.444,65
3yFmJPOKFk6KwVqdVPRzYs,Just Out Of Reach (Of My Two Open Arms),1962,0.8,0.458,168968,0.472,0.0,0.358,-6.7,Mode.MAJOR,0.0292,0.498,14
5YqltLsjdqFtvqE7Nrysvs,We Are Never Ever Getting Back Together (Taylor's Version),2012,0.0317,0.567,193147,0.686,1.86e-06,0.0732,-6.139,Mode.MAJOR,0.175,0.716,80
5DI9jxTHrEiFAhStG7VA8E,Started From the Bottom,2013,0.0319,0.793,174133,0.524,0.0,0.156,-7.827,Mode.MAJOR,0.156,0.579,69
3jMfXcpWVX9mJmnzO0hEVh,I Want to Go with You - Remix Version,1966,0.891,0.307,159413,0.22,3.09e-05,0.146,-12.057,Mode.MAJOR,0.0302,0.514,16
1ISybrLH5DRrVuumnudpfm,The Girl Don't Care,1967,0.563,0.51,168333,0.589,0.0,0.0807,-9.103,Mode.MINOR,0.034,0.622,21
7qcQracry44XombvUkiRvd,Magnetic,1983,0.0253,0.706,261773,0.825,6.15e-05,0.363,-9.121,Mode.MAJOR,0.038,0.854,20
1BLb9uIQ6MYsFVBU0lAQuK,Take Me In Your Arms (Rock Me A Little While) - Single Version,1965,0.112,0.541,170493,0.79,0.0,0.246,-7.028,Mode.MINOR,0.0505,0.815,32
5GorFaKkP2mLREQvhSblIg,All My Life,1999,0.114,0.629,331240,0.511,3.91e-06,0.0588,-8.651,Mode.MAJOR,0.0326,0.181,73
36xEjbl8DtevPJgw6i9IuY,Feels like the First Time - 2008 Remaster,1977,0.0136,0.499,232333,0.802,1.56e-06,0.128,-4.537,Mode.MAJOR,0.0547,0.504,51
1p8EoANWLLf24wrGnyzWOw,Get The Cream Off The Top,1975,0.331,0.726,187440,0.679,0.0,0.517,-10.418,Mode.MAJOR,0.0648,0.944,13
3E5ndyOfO6vFDEIE42HA8o,Mack the Knife,1959,0.76,0.549,184333,0.529,0.0,0.206,-12.291,Mode.MINOR,0.108,0.464,62
7Akh21WwTaO2rlyH9xxCFg,Turned Away,1989,0.0865,0.434,343933,0.833,0.0486,0.117,-9.018,Mode.MAJOR,0.048,0.786,34
3B6MzBBeXsTI4GURPavO1s,Between You And Me - Remastered 2013,1997,0.14,0.554,298760,0.912,0.0421,0.064,-4.315,Mode.MINOR,0.0376,0.515,36
7hx9lupBCq8SSr1Lm6l0on,Talk Show Shhh!,1999,0.0244,0.884,252819,0.26,0.0,0.0688,-7.458,Mode.MINOR,0.0558,0.516,22
2xiOdusRnZezQok1RgLNeS,You Should Be Dancing,1976,0.0182,0.681,256493,0.716,0.17,0.337,-10.911,Mode.MAJOR,0.0333,0.963,71
2Rx10OuH1VsLgvJbfJAt9M,Into Your Arms,1993,0.0653,0.504,164706,0.782,1.3e-06,0.115,-9.269,Mode.MAJOR,0.0301,0.619,53
3aYeGpHny2PVVDqbyvw7lM,"Wild, Wild West",1989,0.0693,0.781,342840,0.814,0.0,0.2,-6.475,Mode.MINOR,0.0785,0.942,38
37soQoNhEEIrhhYgHWK1xU,Ain't Nothing Like The Real Thing,1968,0.0356,0.606,138533,0.52,0.000628,0.354,-11.312,Mode.MAJOR,0.036,0.765,57
0Q0E6Xe8OvefYLYfVPfRhs,Engine Number 9 - Single Version,1970,0.00585,0.577,171600,0.853,0.00699,0.0612,-8.097,Mode.MINOR,0.112,0.882,40
37BTh5g05cxBIRYMbw8g2T,Rosanna,1982,0.0208,0.365,331200,0.513,0.000147,0.205,-13.034,Mode.MINOR,0.0357,0.739,74
2i14DjGjf1UQ9VwvB2vRZP,Sleeping Bag,1985,0.00181,0.62,242333,0.688,0.00494,0.0464,-12.892,Mode.MAJOR,0.0436,0.793,48
5o8gWPZxr4GZFslU85YMmu,Beautiful In My Eyes,1994,0.595,0.582,249493,0.381,1.1e-05,0.132,-10.045,Mode.MAJOR,0.0256,0.283,59
1c8gk2PeTE04A1pIDH9YMk,Rolling in the Deep,2011,0.138,0.73,228093,0.769,0.0,0.0473,-5.114,Mode.MAJOR,0.0298,0.507,82
38vFTqCzcwAtfHYzxqxtbG,Day-In Day-Out - 2018 Remaster,1987,0.0227,0.674,339360,0.917,4.91e-05,0.104,-5.593,Mode.MAJOR,0.0427,0.744,29
01OaqF7jurjEqpbAb49Enp,Our Anniversary - Single Version,1962,0.807,0.528,155653,0.186,0.0,0.298,-12.42,Mode.MAJOR,0.0291,0.335,6
7CX9JYwpiObnYl2NzFqj4c,Smoky Mountain Rain,1981,0.0165,0.554,223293,0.577,2.91e-05,0.0719,-8.62,Mode.MAJOR,0.0282,0.479,57
50JK22El2PTIzZBU2liLDI,Mysterious Ways,1992,0.00156,0.674,243587,0.659,0.00765,0.108,-8.049,Mode.MAJOR,0.0277,0.697,64
3TOTBRxjNKlAshvFH55OaG,I Have the Skill,1981,0.00392,0.807,228587,0.703,0.0012,0.118,-6.575,Mode.MAJOR,0.0323,0.799,9
3zIiZrCROmhS9ERPdEHXYa,He Called Me Baby,1971,0.563,0.63,213027,0.376,0.0,0.148,-13.305,Mode.MAJOR,0.0304,0.815,48
1RQnYh2xw2BPpnzQFbO5r5,Too Much,1998,0.484,0.333,271933,0.631,0.0,0.332,-4.992,Mode.MAJOR,0.0461,0.342,57
4Tn0B9HGfhYT9rq6uKdDjp,I Believe I'm Gonna Make It,1966,0.246,0.519,179069,0.545,0.0,0.258,-9.557,Mode.MAJOR,0.0353,0.669,15
4vHp893kV7HksfB5FN1Nk5,I Live My Life for You,1995,0.0537,0.519,261827,0.517,0.0,0.0928,-7.531,Mode.MAJOR,0.0286,0.344,53
7whM5VFdH5ddvNYO7HIfvs,In a Little While,2002,0.127,0.596,249760,0.935,0.0,0.294,-2.412,Mode.MAJOR,0.0741,0.912,44
6AVRRcLF9kJ57rwO5cCRE3,Cross My Heart,1982,0.0231,0.855,226640,0.438,0.000362,0.0537,-12.563,Mode.MINOR,0.0359,0.944,32
5Q4djRRS0wxG1LazHHGnaq,Right Beside You,1994,0.209,0.603,286667,0.885,0.00296,0.0634,-6.986,Mode.MINOR,0.0465,0.528,48
63DGRme6rFWbHaHE8kP5ia,Exclusivity (Remix) - Radio Edit,1991,0.0211,0.728,299667,0.803,1.18e-05,0.0267,-10.57,Mode.MINOR,0.0568,0.791,22
60CirPlTOEWOUBus7HxV3B,Radioactive,2010,0.00877,0.408,206187,0.925,0.000454,0.12,-4.88,Mode.MAJOR,0.0533,0.361,62
6BuOJEMm9bnlf6WCwRW9PS,Daylight Savin' Time,1967,0.409,0.535,173360,0.546,0.0,0.133,-8.906,Mode.MAJOR,0.035,0.442,6
40hXwATZJS2voIn45UNRkQ,Cinderella,1961,0.451,0.547,123627,0.542,0.0,0.161,-9.107,Mode.MAJOR,0.0275,0.893,24
13zhyZhlM0VzUpEW8aShcp,Live a Little,2011,0.0207,0.642,219107,0.886,0.0275,0.391,-6.151,Mode.MAJOR,0.04,0.287,42
5W7YROOF6bFfBexY81LFjt,Babe,1980,0.527,0.267,265973,0.204,0.0,0.0924,-13.714,Mode.MAJOR,0.0317,0.0903,67
0JiY190vktuhSGN6aqJdrt,So What,2008,0.000334,0.534,215160,0.87,0.0,0.241,-3.078,Mode.MINOR,0.0425,0.462,80
4v2rkl1mC3zVAz0nXMx9r4,Heart Of Glass,1979,0.0539,0.77,229423,0.654,0.00047,0.0819,-6.108,Mode.MAJOR,0.0361,0.685,68
1kvq7ksGQWSyRysYYNd6lu,Home Sweet Home,1991,0.0983,0.397,239667,0.776,4.09e-06,0.189,-6.339,Mode.MAJOR,0.0381,0.127,71
3upCmUgdchN3u0vkedbC5S,Touch It,1999,0.0307,0.863,285827,0.476,0.0515,0.0706,-10.019,Mode.MINOR,0.0932,0.783,55
6KBYk8OFtod7brGuZ3Y67q,Misery,2010,0.000315,0.704,216200,0.81,0.0,0.216,-4.874,Mode.MINOR,0.0425,0.726,66
5xvUgoVED1F4mBu8FL0HaW,Ready or Not,2012,0.00351,0.715,200947,0.872,3.84e-05,0.107,-3.835,Mode.MAJOR,0.0509,0.748,73
6znv7i4Wif5fLwI6OjKHZ4,Back Here,2000,0.0698,0.624,218200,0.945,4.57e-06,0.0867,-3.109,Mode.MAJOR,0.0343,0.914,50
24tCr5aP2Mjbd2C0tZb3XL,Nobody's Baby Again,1966,0.79,0.574,145213,0.498,0.0,0.22,-12.138,Mode.MINOR,0.042,0.692,25
5lMRS9GFQYfxhflty2E1ad,Send Me An Angel '89,1989,0.0107,0.597,232587,0.882,0.0,0.0897,-5.923,Mode.MINOR,0.0288,0.65,45
6EAlodKHBI1HxpSozNegwv,Rocket 2 U,1988,0.0312,0.889,258093,0.651,0.00909,0.0739,-7.264,Mode.MINOR,0.0437,0.967,37
2Sf6ryueL9oJ1eDE2HfIvJ,Heat Of The Moment,1991,0.0571,0.693,267067,0.733,1.05e-06,0.205,-11.365,Mode.MINOR,0.0467,0.899,37
7cWLl1E5iMvqIVhpmtUp6k,This Kiss,2012,0.00711,0.736,228867,0.88,0.00123,0.301,-4.323,Mode.MAJOR,0.0339,0.704,42
7GH8qNOm2gEKryVUyVzkmt,Delta Dawn,1972,0.71,0.619,175200,0.507,0.0,0.258,-7.677,Mode.MAJOR,0.0335,0.694,59
2kkvB3RNRzwjFdGhaUA0tz,Layla,1972,0.577,0.404,423840,0.902,0.297,0.287,-3.88,Mode.MAJOR,0.0665,0.497,75
25sA1vM4BFkTb5cJGWftFo,Walk Away,2006,0.0147,0.75,189307,0.888,1.11e-06,0.0759,-4.524,Mode.MAJOR,0.0426,0.935,50
3M31S6f0z8S3nkFh3eS06W,Drink to That All Night,2014,0.0325,0.639,224813,0.846,0.0,0.116,-6.184,Mode.MINOR,0.0439,0.475,59
5CdX4HXMRxyldTVxXDrzSA,"Meet Me Half Way - From ""Over The Top"" Soundtrack",1987,0.0929,0.635,219533,0.395,0.0,0.27,-13.005,Mode.MAJOR,0.0266,0.334,61
0vg4WnUWvze6pBOJDTq99k,You're Beautiful,2006,0.633,0.675,209493,0.479,1.76e-05,0.088,-9.87,Mode.MINOR,0.0278,0.454,78
00iVYbSh1B77akx1ITNWUL,New Thing,1989,0.00409,0.373,257920,0.884,0.0,0.329,-7.707,Mode.MAJOR,0.0421,0.28,37
0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,2012,0.0761,0.858,188453,0.678,0.0,0.0741,-3.87,Mode.MINOR,0.0469,0.922,84
6zLdN89zApN2lsEtAQEsag,Evil Ways - Live,1972,0.132,0.331,396400,0.906,0.0502,0.0376,-10.645,Mode.MAJOR,0.0651,0.799,29
5sVf9kN90ScddiT3SdT9Qh,Since I Don't Have You,1994,0.465,0.466,259907,0.632,0.000256,0.135,-6.94,Mode.MAJOR,0.0326,0.246,66
6nek1Nin9q48AVZcWs9e9D,Paradise,2012,0.0509,0.449,278719,0.585,8.75e-05,0.0833,-6.761,Mode.MAJOR,0.0268,0.212,85
1AM1o0mKbgAK5oMpY8B3Z7,Angel of Mine,1999,0.00373,0.592,250173,0.562,3.23e-05,0.223,-6.869,Mode.MINOR,0.0239,0.208,66
1ZhDatT59MAoXRLtQiMMfg,Missing You,1982,0.195,0.632,245293,0.791,1.04e-05,0.353,-6.856,Mode.MINOR,0.0313,0.804,52
